,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,ab016ba1-c457-492a-8e26-563aba468629,Akun Ff,https://play-lh.googleusercontent.com/a/ACg8ocJP8bCRnfGx4dfrCKBV6BnM0GUdpQXO_SEQK7CsR1lPFoTGjQ=mo,apk nya sangat berguna berbelanja online sangat membantu,5,0,,2024-04-30 14:09:11,Yuhuuuuu mimin seneng bangett lohh dengernyaa. Semoga selalu menjadi pelanggan setia shopee yaa. Jgn lupa pantengin terus media sosial shopee untuk info dan promo menarik lainnyaa. Klo kmu ada kenda / pertanyaan terkait shopee bisa hubungin mimin lewat DM IG @shoppe_id atau @Shopeecare_id. sehat selalu😊^MJ,2024-04-30 15:52:46,
11,82b51bec-33f2-4a16-bfa9-e2fd33cfa140,Roni Sistarnanto,https://play-lh.googleusercontent.com/a-/ALV-UjWIHurK7O5zjQ6qnHwgR9iZ_nUYmMHuCPchMNXJ_g0XO2B3JAt4,"Lebih baik beli COD jangan beli dengan pembayaran transfer, karena penjual akan mengirimkan orderannya seenaknya sendiri, kalau COD pembeli yang punya kuasa apa barang mau diterima atau ditolak",1,0,,2024-04-30 14:09:05,,,
12,87419201-54bc-431c-872b-ddc0616cffbb,Ririn Fiky,https://play-lh.googleusercontent.com/a/ACg8ocKRGT2fcHd28hULScPQPVXlddHkydjAWO5aZ7qCo5bpQZfSSA=mo,bagus,3,0,3.23.36,2024-04-30 14:08:49,"Hai kak, makasih ya buat bintangnya. Tapi kalo kakak puas dengan pelayanan shopee, boleh dong bintangnya ditambahin biar makin sempurna. Kalo ada pertanyaan terkait shopee bisa Dm IG @Shopee_ID ya. Stay safe 🙏^MJ",2024-04-30 16:06:16,3.23.36
13,6c009be6-9f6e-4f53-be51-76083aa16a51,Syauqi Mubarok,https://play-lh.googleusercontent.com/a/ACg8ocLLGp5Yv3PmYKmb1ir85YDdNXf0IVMIPzX9W3TeiCnR2GlJbQ=mo,belanja di shopee sangat memuaskan banyak diskon nya,5,0,3.23.35,2024-04-30 14:08:33,Yuhuuuuu mimin seneng bangett lohh dengernyaa. Semoga selalu menjadi pelanggan setia shopee yaa. Jgn lupa pantengin terus media sosial shopee untuk info dan promo menarik lainnyaa. Klo kmu ada kenda / pertanyaan terkait shopee bisa hubungin mimin lewat DM IG @shoppe_id atau @Shopeecare_id. sehat selalu😊^MJ,2024-04-30 16:01:54,3.23.35
14,c7114a19-4800-4796-8d50-975203570c9e,Muhamad Deri,https://play-lh.googleusercontent.com/a-/ALV-UjUYK2mc6PxqsFLDepS5k_F2rTcWSJPmgvgqR75KHmyGUwneJ537,mantap,5,0,3.24.17,2024-04-30 14:08:27,"Hi kak, makasih ya udh kasih riview ke shopee. Mimin ikut seneng deh klo kmu puas dengan pelayanan shopee. Klo kmu ada kenda / pertanyaan terkait shopee bisa hubungin mimin lewat DM IG @shoppe_id atau @Shopeecare_id. sehat selalu😊^MJ",2024-04-30 15:52:06,3.24.17
15,0cfbc8a9-4d9e-42ba-9023-b7d1a97167eb,Muh Herdi,https://play-lh.googleusercontent.com/a/ACg8ocLxiK32NMfYiC3I_-yCahrrSxYsjl2m76e45jJsRmSKSCQbIg=mo,Mantaps.. Surantap..,5,0,3.24.17,2024-04-30 14:08:17,"Hi kak, makasih ya udh kasih riview ke shopee. Mimin ikut seneng deh klo kmu puas dengan pelayanan shopee. Klo kmu ada kendala / pertanyaan terkait shopee bisa hubungin mimin lewat DM IG @shoppe_id atau @Shopeecare_id. sehat selalu😊^MJ",2024-04-30 16:13:14,3.24.17
16,ca6b0718-a237-43b6-b7d9-19cf5ff03d53,Eko Yudha Setyawan,https://play-lh.googleusercontent.com/a-/ALV-UjUJABHZ1NVI_UCuuF4HvRlEJsALEJNdoCLEC4reNusXFVTZED8MtQ,Recomended banget,5,0,3.21.16,2024-04-30 14:08:16,"Hi kak, makasih ya udh kasih riview ke shopee. Mimin ikut seneng deh klo kmu puas dengan pelayanan shopee. Klo kmu ada kenda / pertanyaan terkait shopee bisa hubungin mimin lewat DM IG @shoppe_id atau @Shopeecare_id. sehat selalu😊^MJ",2024-04-30 16:00:26,3.21.16
17,22da8e8e-5c84-4cbd-a75d-c6baa0fd0b19,Buxel Buxel,https://play-lh.googleusercontent.com/a/ACg8ocLbeH-tXESuOFACAHY9kndy0-lWzRBiazsaMlspicTPCoLM=mo,sangat berguna,5,0,3.22.50,2024-04-30 14:08:05,"Hi kak, terimakasih yaa utk feedbacknya. Moga kmu slalu nyaman belanja di Shopee dan Shopee bs slalu menjadi yg terbaik yaa. Jangan lupa utk klaim vouchernya biar belanjanya makin hemat kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:50:02,3.22.50
18,ad345332-851b-4351-89da-d942bffdf3e2,Sitti Balvir,https://play-lh.googleusercontent.com/a/ACg8ocJYzhlmCkBQBjvhYy_UE5sefwkSrT5PNcWd7jXS4EPjd8Pzfw=mo,suka blanja online dishopee,5,0,3.24.14,2024-04-30 14:07:58,"Hi kak, terimakasih yaa utk feedbacknya. Moga kmu slalu nyaman belanja di Shopee dan Shopee bs slalu menjadi yg terbaik yaa. Jangan lupa utk klaim vouchernya biar belanjanya makin hemat kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 16:00:35,3.24.14
19,423294cc-be4f-485e-82ba-fe4e4582a6f6,Gabak Sudena,https://play-lh.googleusercontent.com/a/ACg8ocJbD2P44ZXGDcISdT1f9vqBq6tGb4y2v6foUzlkgSButuB9=mo,sangat baik,5,0,3.23.36,2024-04-30 14:07:53,"Hi kak, makasih yaa utk rating & feedbacknya. Moga Shopee bs slalu menjadi yg terbaik yaa. Yuk pantengin terus sosmed resmi Shopee dan aplikasinya biar selalu update info promo menariknya. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:49:12,3.23.36
20,b0c18df0-269f-4301-a3a1-1a7bc7630d5c,Ade Nandang Sudrajat Sudrajat,https://play-lh.googleusercontent.com/a-/ALV-UjXXVMuFTUVsIAaBmNWcOOIV2WAtAQrlokjWDdgSnEbgHAvwHV85,sangat2 membantu,5,0,,2024-04-30 14:07:28,"Hi kak, terimakasih yaa utk feedbacknya. Moga kmu slalu nyaman belanja di Shopee dan Shopee bs slalu menjadi yg terbaik yaa. Jangan lupa utk klaim vouchernya biar belanjanya makin hemat kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:40:11,
21,e8bde5fc-8c0a-447d-a2cf-ec90ce18b225,Dian Andari,https://play-lh.googleusercontent.com/a-/ALV-UjWYBcUCmQI-6HtYJT1l3eF5vJBV25e4L8bWF6PPY9PBI1uHmy7qMg,"beragam aneka pilihan kebutuhan semua lengkap ada disini, dengan metode belanja dan pembayaran yang mudah barang sampai dengan aman dan tepat waktu",5,0,3.20.10,2024-04-30 14:07:15,"Hallo kak terima kasih banyak atas bintang yg km berikan utk Shopee. Shopee berusaha memberikan pelayanan yg lbh baik utk kamu & pengguna lainnya. Bila ada yg mau ditanyakan, yuk chat via DM di @shopeecare_id Selamat beraktivitas kembali🙏🏻^ZR",2024-04-30 16:22:29,3.20.10
22,70b0f519-2e0b-4906-8c87-e7e03cec1b1c,Rani Wulandari,https://play-lh.googleusercontent.com/a-/ALV-UjWdVffwG96O7gdfSwVhe2s4IgNvN6ufVA51Ysnj7k_7tzVLiRoc,"Aplikasi belanja yang bagus, banyak diskon dan juga sangat mudah penggunaannya",5,0,3.24.17,2024-04-30 14:07:07,"waah terimakasih yaa utk feedbacknya. semoga kmu slalu nyaman belanja di Shopee dan Shopee bs slalu menjadi yg terbaik yaa. Jangan lupa utk klaim vouchernya biar belanjanya makin hemat kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:51:01,3.24.17
23,8779aa4d-0cf9-4ea0-a2d2-2140c415ded8,Licco The ltter,https://play-lh.googleusercontent.com/a/ACg8ocLfJ-WKPJCbk2rK9dPDy5wjybExSx_xVNzo9bgsao7L6XRf3A=mo,Banyak promo menarik dan juga barang murah-murah. Thanks shopee!,5,0,,2024-04-30 14:07:04,"Hi kak, makasih yaa utk rating & feedbacknya. Moga Shopee bs slalu menjadi yg terbaik yaa. Yuk pantengin terus sosmed resmi Shopee dan aplikasinya biar selalu update info promo menariknya. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:55:40,
24,69e63a0c-88dd-4a43-a0db-29699e7f1be2,Euis Rohayati,https://play-lh.googleusercontent.com/a/ACg8ocJ01Dh934OZOMpjzd49fFYnfB19u6abdngCvAiV665XJlw6vA=mo,Ok.bagus,5,0,3.24.17,2024-04-30 14:06:55,"Hola kak terimakasyii buat bintang nya yess! Shopee berusaha memberikan pelayanan yg lbh baik utk kamu & pengguna lainnya. Bila ada yg mau ditanyakan, yuk chat via DM di @shopeecare_id Have a great day!✨^ZR",2024-04-30 16:27:56,3.24.17
25,cb0b6870-fd57-44d0-8bbb-517c165d582c,Adelin Butet,https://play-lh.googleusercontent.com/a/ACg8ocKvp6R1iXT9BQvnrJtCmlfAoB8fIIC-8vmxuOxMlDE0w_bVZA=mo,ga jelas,1,0,3.21.16,2024-04-30 14:06:55,"Hi kak, mohon maaf atas ketidaknyamanannya. Shopee akan slalu berusaha memberikan pelayanan yang lebih baik lagi.  jika berkendala hubungi mimin melalui Live Chat/DM @Shopee_id / @Shopeecare. sehat slalu🙏^CY",2024-04-30 16:01:43,3.21.16
26,06a064cf-a3f7-47eb-83e1-0fc04d5dd92e,Reza Parisol,https://play-lh.googleusercontent.com/a-/ALV-UjVf_Qrogy9042g9m6_x63ka4vkDeVE9NekOZMzj9OhwNXCZIIw,Mantap,5,0,3.24.14,2024-04-30 14:06:48,"Hi kak, terimakasih yaa utk feedbacknya. Moga kmu slalu nyaman belanja di Shopee dan Shopee bs slalu menjadi yg terbaik yaa. Jangan lupa utk klaim vouchernya biar belanjanya makin hemat kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:41:05,3.24.14
27,b343ff48-172a-43f4-986c-c67fa96a8664,Andriyanto Aziz,https://play-lh.googleusercontent.com/a-/ALV-UjUrzw350uHKOKIkCKkSoP3bHJrhESsOFSyl5QTyw6SbrCiqpCo,harga murah dan berkualitas,5,0,3.23.36,2024-04-30 14:06:45,"Hi kak, terimakasih yaa utk feedbacknya. Moga kmu slalu nyaman belanja di Shopee dan Shopee bs slalu menjadi yg terbaik yaa. Jangan lupa utk klaim vouchernya biar belanjanya makin hemat kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:56:43,3.23.36
28,524256f5-e590-4e24-ab42-5c1dcc2401d6,Cinta Bucin,https://play-lh.googleusercontent.com/a/ACg8ocIiSkXVLodSu86pT-znjxHVYyVzLnUFVew4eTjF303FSN2AYw=mo,bauk,5,0,3.24.14,2024-04-30 14:06:09,"Hi kak, makasih yaa utk rating nya. Moga Shopee bs slalu menjadi yg terbaik yaa. Yuk pantengin terus sosmed resmi Shopee dan aplikasinya biar selalu update info promo menariknya. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:39:25,3.24.14
29,29443af9-c075-4037-8241-a3e239cbe2ab,Eli Saputri,https://play-lh.googleusercontent.com/a/ACg8ocKVRk2Mku8LL-QfyhmxlSJBiS0LBFgtuhzduRwVJZ91gwNMFQ=mo,sangat Bagus,5,0,3.23.35,2024-04-30 14:06:06,"Hi kak, makasih yaa utk rating & feedbacknya. Moga Shopee bs slalu menjadi yg terbaik yaa. Yuk pantengin terus sosmed resmi Shopee dan aplikasinya biar selalu update info promo menariknya. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 15:48:23,3.23.35
30,e084b124-8c0d-4dbd-851b-04e242f78439,ANIS MASLIKHAH,https://play-lh.googleusercontent.com/a/ACg8ocJC3HPQ7EYHCY7PoDrFqxP4Cp2pjpznX6zLWYYlMKqE7ezGSA=mo,luar biasa,5,0,3.23.35,2024-04-30 14:05:50,"Hola kak terimakasyii buat bintang nya yess! Shopee berusaha memberikan pelayanan yg lbh baik utk kamu & pengguna lainnya. Bila ada yg mau ditanyakan, yuk chat via DM di @shopeecare_id Have a great day!✨^ZR",2024-04-30 16:28:44,3.23.35
31,28924713-1d8f-46eb-8ec3-2eeecd6ff2c1,Putri Kurau,https://play-lh.googleusercontent.com/a-/ALV-UjUdb7rv5KciRg-rrlSnKWPhE76g1HT8heczE9AKZ5YYq2inJMM,oke,4,0,3.23.35,2024-04-30 14:05:41,"Hi kak, terimakasih buat review dan ratingnyaa. Yuk pantengin terus sosmed resmi Shopee dan aplikasinya biar selalu update info promo menarik Shopee Kak. jika berkendala, hubungi mimin melalui Live Chat atau DM ke Social Media @Shopee_id / @Shopeecare . stay safe🙏^CY",2024-04-30 16:03:40,3.23.35
32,43714355-5398-4ec2-91d0-8dbb50ae786d,Aku Sopo,https://play-lh.googleusercontent.com/a/ACg8ocLgAgZNltdMO-JJbNv5rwQ-NNHisvfbYJ6eVqg1opOxqifv_w=mo,makasih,5,0,3.15.13,2024-04-30 14:05:33,,,3.15.13
33,7db056f7-e918-4932-82a3-715da0b5438c,Dedik Novianto,https://play-lh.googleusercontent.com/a/ACg8ocJYBCRSwGoOAx2Ae3asj0zVQfOEGJC5wfN7piuNSouDfhMp-w=mo,sangat membantu,5,0,3.24.17,2024-04-30 14:04:41,,,3.24.17
34,0d6e2309-df85-416f-a67d-8242bc43fe15,Ida Fafa,https://play-lh.googleusercontent.com/a-/ALV-UjWimKMG7H_yhzZqQi8z_aGJj2nVEd7TPG6w8yIxTGO2kzdbZB46CQ,baik,5,0,3.24.17,2024-04-30 14:04:35,,,3.24.17
35,ec2eab90-b314-4430-83db-f2656033c4b8,Ahmad Abyan Athar,https://play-lh.googleusercontent.com/a-/ALV-UjUgaEMviRe1XWgOSFb--473p0snCUw-D64Vc1h2gYQrwlNkvxM,😍,5,0,3.21.16,2024-04-30 14:04:21,,,3.21.16
36,43c4bbfc-7d8c-4640-ab06-ad4e523e1cad,Harun Harun,https://play-lh.googleusercontent.com/a/ACg8ocK4NTQcucXURy5kDQ_ee-yWi6hoPYULqlYh7UxDmEv5vMkVWw=mo,Lebih bagus👍,5,0,,2024-04-30 14:04:02,,,
37,3c5a7e77-861b-4e5b-beec-f828b76fa9ad,Mutiara Nur,https://play-lh.googleusercontent.com/a/ACg8ocI9wRO8YjPk7l965hQ7S-UZR_EqBJDrLll8gnr0eAGKNM4dkA=mo,bagus,5,0,3.24.14,2024-04-30 14:03:56,,,3.24.14
38,be344ef9-8b34-4aae-b1a9-4c30aea1fa88,Rulis Rulis,https://play-lh.googleusercontent.com/a/ACg8ocJEi-a4fMjN8tNp8NY-yumEJMEYMIn1o3fnRnYVS8G_KVV6DQ=mo,pelayanan baik,5,0,,2024-04-30 14:03:02,,,
39,4ac8fa59-20bf-45ee-aaea-761f71ae6584,Gema Billah,https://play-lh.googleusercontent.com/a-/ALV-UjXZNQnr0J864D_wnzYJKtUZgqsHBuSVAqTlxvwbxcd6kLovGjkrJA,semua produk bagus sekali,5,0,3.24.14,2024-04-30 14:02:40,,,3.24.14
40,850f15ff-ea24-4339-ae82-0ff68d294ea8,Yanda Ndari,https://play-lh.googleusercontent.com/a/ACg8ocLlZhASbjWNzUhwBL1E1Gfo38PvwuKbZyeOUPe_SrRd4s2USA=mo,sangat membatu,5,0,3.24.14,2024-04-30 14:02:33,,,3.24.14
41,03fd013e-a32e-4300-b4a5-25f685929d7c,Baim ariga08,https://play-lh.googleusercontent.com/a-/ALV-UjW27V3NptiSR_IuxolmDs_P1GWzuT_js_wC7NgsozL0PdSme-U,mantabbb,4,0,3.09.10,2024-04-30 14:02:22,,,3.09.10
42,ed90d5c5-7831-4f78-b135-f6f10f035cb9,hermawati oyoh,https://play-lh.googleusercontent.com/a/ACg8ocIO5UhpH7dv7zA7QQXRlPlYX_loq9yg8uN3uPREzQ752aozXw=mo,Aplikasi ini sangat berguna,5,0,3.24.17,2024-04-30 14:02:10,,,3.24.17
43,379649e7-cf8b-43d5-ba15-d2e9eec67b7c,Merry Andani,https://play-lh.googleusercontent.com/a-/ALV-UjV7s8aK9XSUU3jlgbc1lSTykxLYxiNxnIyvSCblXFEGiomvAik,"keren bgd, sukses selalu Shopee",5,0,3.24.14,2024-04-30 14:02:07,,,3.24.14
44,5a5ebf60-c3b3-49be-9f8c-8ab45494047b,LUSI YANI,https://play-lh.googleusercontent.com/a-/ALV-UjVPlzlqKACCCuKTZP8-rEnH2ZEiaibamGyrjZHRPaSpj8lZ4GQ,ok,5,0,3.24.14,2024-04-30 14:02:06,,,3.24.14
45,15e4fabc-2e41-4832-a7c5-4e0bb430532d,Fauria Ria,https://play-lh.googleusercontent.com/a/ACg8ocL6Rqf719HgTfv7Zv-4CikSacwicO-PMSpWXKSkFGfUHt4_YQ=mo,"Peraturan Shopee banyak merugikan penjual saat ini. Biaya admin produk di naikkan terus. Pembayaran Cicilan Spaylater di matikan beberapa toko tanpa ada pemberitahuan apa kesalahan toko. Otomatis menurunkan penjualan, banyak pembeli gak bisa bayar pakai Spaylater jika mau kredit. Peraturan admin Shopee makin semena - mena sama penjual. Saya sebagai pembeli ikut prihatin dengan toko yang di matikan pembayaran Spaylater makin sepi, padahal penjual performa tokonya bagus.",1,0,3.24.17,2024-04-30 14:00:34,,,3.24.17
46,45cd9070-cdb3-4575-b54e-e8e500b6023e,Khairunnisha Salsabila,https://play-lh.googleusercontent.com/a/ACg8ocJhm6ARaE0eL2uMtedupNu56sAR8HjvAxkdAG9845kNpjNdOQ=mo,"saya berterima kasih banyak PDA shopee,dengan adanya shopee sangat""membantu kebutuhan rumah tangga saya,semoga shopee makin jaya,sukses terus ya shopee..semoga makin banyak pocher"" yg d keluarkan berikutnya sho",5,0,3.24.17,2024-04-30 13:59:33,"Hai kak,makasih bgt komentar dan bintangnya.Mimin seneng deh kalo Shopee bisa membantu kamu.Semoga Shopee selalu bisa kasih pengalaman belanja terbaik utk kamu.Moga Shopee selalu jd prioritas tempat belanja kamu dan cek promo lainnya ya kak.Klo ada pertanyaan terkait Shopee jangan sungkan DM mimin di @Shopee_id / @Shopeecare ya,stay safe🙏^YG",2024-04-30 14:05:36,3.24.17
47,b1965a5f-e264-421e-a47d-425482cc5ed6,Syahrul Rul,https://play-lh.googleusercontent.com/a-/ALV-UjXTGHa5wXzOejSfAtOBB4ZbI29Yiao3dptMg0IjPlTzAaL4YIw4,Cumah terkadan barang sampai tdk ada informasinya dari kulir akhirnya pascet barang ada udah di kirim balik bansat,4,0,2.99.23,2024-04-30 13:56:38,"Terima kasih kak buat penilaiannya, mimin seneng deh. mimin bakalan terus tingkatin kualitas pelayanan supaya kamu semakin nyaman menggunakan Shopee. klo ada pertanyaan atau kendala jgn ragu colek mimin di sosmed resmi Shopee ya kak. semoga hari mu menyenangkan 😄 ^HI",2023-04-14 22:22:18,2.99.23
48,74f6aea6-dc04-4225-bfc6-c9b8aaa312af,Mukhlis Kucing,https://play-lh.googleusercontent.com/a/ACg8ocIOKlNUqu_egRz8WQw6uo7Cv1g0jj8fQ8vq-nx53aDXTbQKJg=mo,Kenapa pesan saya gagal terus ya di Kepulauan Riau,1,0,3.24.14,2024-04-30 13:53:22,"Hi kak,maaf atas ketidaknyamanannya terkait kendala pesanan kamu yg gagal dikirim.Mimin siap bantu kamu kak. Untuk pengecekan lebih lanjut boleh username dan nomor pesanan ke DM mimin di @Shopee_id / @Shopeecare ya. Bahagia selalu🙏 ^YG",2024-04-30 14:23:58,3.24.14
49,ef766d1d-cfc7-4dff-9aa9-7c71ca400648,ppipit,https://play-lh.googleusercontent.com/a-/ALV-UjWmquaYsVH_8cauGWhMMw71gI78cx0q2pYOoBuYFdzjG4_-wu3x,gatau nih ya semenjak update malah makin lemot dibanding sebelum update. kesel banget mau buka produk aja lamanya minta ampun. tolong perbaiki bug nya 🥲🥲🥲,4,127,3.24.14,2024-04-30 13:53:21,"Hi kak, maaf terkait aplikasi shopee yg lemot. Pastikan jaringan internet km stabil, km jg bs coba clear cache aplikasi Shopee km kemudian logout dan login kembali. Coba berkala 1x24 jam, jika masih berkendala km bs hubungi mimin di Live Chat pd aplikasi/DM ke Social Media @Shopee_id / @ShopeeCare dg melampiran ss review ini. Stay safe🙏^UY",2023-11-27 18:21:39,3.24.14
